,state,year,married_last_year,marriage_rate_per_1000,divorced_last_year,divorce_rate_per_1000,population_over_15
359,Maine,2017,15277,13.539874696112813,10600.0,9.394689518805775,1128297
360,Maryland,2017,89403,18.110443257469193,36956.0,7.486208975347935,4936544
361,Massachusetts,2017,92913,16.19041445495425,39779.0,6.931629552415973,5738766
362,Michigan,2017,135183,16.524857329885332,61768.0,7.550560259443548,8180585
363,Minnesota,2017,69678,15.507136647878635,30963.0,6.890947961024515,4493286
364,Wisconsin,2018,74366,15.605422005940746,30744.0,6.45151136474521,4765395
365,Wyoming,2018,9321,19.969577513068817,4125.0,8.837518210643585,466760
366,Puerto Rico,2018,18476,6.790547481458858,12700.0,4.667674443306316,2720841
367,Mississippi,2018,43843,18.26026257327137,20141.0,8.38856712561318,2401006
368,Missouri,2018,96054,19.28366138618155,44738.0,8.98153583499896,4981108
369,Montana,2018,13892,15.95005103511147,7162.0,8.223025159334028,870969
370,Nebraska,2018,25727,16.79876093875083,10633.0,6.942948072520604,1531482
371,Nevada,2018,45025,18.307697812590977,23545.0,9.573675624596437,2459348
372,New Hampshire,2018,17111,14.90772734480229,9338.0,8.135606215052526,1147794
373,New Jersey,2018,110212,15.097887909429112,39096.0,5.355741894775891,7299829
374,New Mexico,2018,26419,15.55833388788742,11252.0,6.6263815021957395,1698061
375,New York,2018,254313,15.728770445969795,90813.0,5.61660957367439,16168651
376,North Carolina,2018,143199,16.875023200372855,68160.0,8.032190038599527,8485855
377,North Dakota,2018,12475,20.456721939444826,3721.0,6.101760507949835,609824
378,Ohio,2018,158068,16.546515274656578,68074.0,7.125967816426929,9552948
379,Oklahoma,2018,64904,20.637641565019035,33434.0,10.631069087958313,3144933
380,Oregon,2018,65465,18.869131841231233,30651.0,8.834610250753512,3469423
381,Pennsylvania,2018,159268,14.993239919138851,69324.0,6.526052717145828,10622654
382,Rhode Island,2018,12854,14.428900006847385,4468.0,5.015429067262652,890851
383,South Carolina,2018,60058,14.417496692579496,30902.0,7.41832033690918,4165633
384,South Dakota,2018,12935,18.43966373808407,6355.0,9.059455976461095,701477
385,Tennessee,2018,97719,17.710308440175627,49104.0,8.899466691701551,5517634
386,Texas,2018,418645,18.577444640528476,187580.0,8.323895103656636,22535123
387,Vermont,2018,9406,17.696018301814377,2906.0,5.467215520420219,531532
388,Utah,2018,54943,23.05769270314653,19938.0,8.36729478032389,2382849
389,Virginia,2018,130455,18.726341763811675,56242.0,8.073334969761957,6966390
390,Washington,2018,117890,19.19171446688009,51134.0,8.324277950203125,6142755
391,West Virginia,2018,23939,15.881861612388102,12991.0,8.61862501384911,1507317
392,Alabama,2018,69378,17.398945650677383,39787.0,9.977973573805832,3987483
393,Alaska,2018,12120,20.78994946601392,4461.0,7.652142291079877,582974
394,Arizona,2018,112552,19.381247241600732,45409.0,7.81934622213597,5807263
395,Arkansas,2018,45129,18.573836856116042,28785.0,11.847102614799804,2429708
396,California,2018,524535,16.349026333173356,206449.0,6.434728163911476,32083562
397,Colorado,2018,88528,19.065988806958586,41453.0,8.927598432302258,4643242
398,Delaware,2018,12351,15.465853908975479,,,798598
399,District of Columbia,2018,14184,24.011294652983974,3130.0,5.2986006954201805,590722
400,Connecticut,2018,40635,13.656363088868694,19030.0,6.395486393039775,2975536
401,Florida,2018,292079,16.416551524277644,137243.0,7.713860910392177,17791739
402,Georgia,2018,147272,17.424665404705934,70049.0,8.28793244428164,8451927
403,Idaho,2018,33259,23.98585325783981,11233.0,8.10105804880828,1386609
404,Hawaii,2018,23535,20.218307899014125,8434.0,7.245430585098158,1164044
405,Illinois,2018,180568,17.393671492451723,66082.0,6.3655165896736685,10381247
406,Indiana,2018,92881,17.223935077887027,50229.0,9.314510341481975,5392554
407,Iowa,2018,46381,18.220166201416884,16486.0,6.4763084020732355,2545586
408,Kansas,2018,45295,19.478788139419873,18736.0,8.057281699529103,2325350
409,Kentucky,2018,62369,17.18579417167112,38199.0,10.525744385250125,3629102
410,Louisiana,2018,58840,15.72105231658416,29221.0,7.807356725746189,3742752
411,Maine,2018,14487,12.768545327146049,9636.0,8.492973201655232,1134585
412,Maryland,2018,84673,17.170749315333786,37031.0,7.5094778488553064,4931235
413,Massachusetts,2018,94582,16.35503756668194,37338.0,6.4564546389880775,5783050
414,Michigan,2018,130843,15.91635032976647,59097.0,7.1888336054524045,8220666
415,Minnesota,2018,76429,16.88976340541686,29975.0,6.624064924012749,4525167
416,Mississippi,2019,39545,16.510717039836567,18513.0,7.729495626716257,2395111
417,Missouri,2019,92852,18.572669580222705,45450.0,9.091110933756104,4999389
418,Montana,2019,14657,16.64958958199386,6672.0,7.57904494037409,880322
419,Nebraska,2019,28230,18.376968054150538,10383.0,6.759052756154624,1536162
420,Nevada,2019,45308,18.094372046455586,23509.0,9.38864201554084,2503983
421,New Hampshire,2019,17173,14.909706546275395,7169.0,6.224170862997048,1151800
422,New Jersey,2019,109701,15.0637098489537,40592.0,5.573933785368671,7282469
423,New Mexico,2019,24335,14.290387006112539,15174.0,8.91071840685234,1702893
424,New York,2019,250009,15.511793191808827,93103.0,5.776569969629002,16117350
425,North Carolina,2019,137028,15.953391155081729,66977.0,7.797751404048143,8589271
426,North Dakota,2019,12508,20.433668176701893,4846.0,7.916657817740437,612127
427,Ohio,2019,154513,16.16269960692902,74483.0,7.79123021896471,9559851
428,Oklahoma,2019,61753,19.52389925335384,31055.0,9.818384391250682,3162944
429,Oregon,2019,59030,16.84600926801621,31351.0,8.946963180782252,3504094
430,Pennsylvania,2019,166357,15.652597892600692,67037.0,6.307538636343963,10628076
431,Rhode Island,2019,11822,13.241012866922333,6828.0,7.647575355722017,892832
432,South Carolina,2019,67083,15.880715310427112,26280.0,6.221325795775748,4224180
433,South Dakota,2019,11916,16.933520725657353,4633.0,6.5838369857309935,703693
434,Tennessee,2019,97385,17.474856734347007,50132.0,8.995733612017089,5572864
435,Texas,2019,430916,18.871720596441598,188087.0,8.237162954782164,22833954
436,Vermont,2019,6622,12.451066294124947,3563.0,6.6993580800312875,531842
437,Utah,2019,50562,20.76959477888815,19655.0,8.073778437938502,2434424
438,Virginia,2019,127214,18.20449584390733,54829.0,7.846104223006862,6988054
439,Washington,2019,130187,20.91215327858043,46567.0,7.480134281638373,6225423
440,West Virginia,2019,23427,15.64736488810668,12903.0,8.618173438820186,1497185
441,Wisconsin,2019,73931,15.460309699712692,29413.0,6.150790455933903,4781987
442,Wyoming,2019,11421,24.496808401111913,3893.0,8.350063488795085,466224
443,Puerto Rico,2019,21395,7.823444297405703,12468.0,4.559135475580944,2734729
444,Illinois,2019,165923,16.0260793840657,62671.0,6.053232047870285,10353312
445,Georgia,2019,149647,17.521484006363828,72723.0,8.514804048158645,8540772
446,Idaho,2019,27378,19.326529258041425,13810.0,9.74868029270042,1416602
447,Hawaii,2019,17963,15.439226792383097,7073.0,6.079254640234128,1163465
448,Indiana,2019,94729,17.43005777390071,49914.0,9.1841347816031,5434807
449,Iowa,2019,40406,15.815125155779336,16213.0,6.345855173752669,2554896
450,Kansas,2019,43395,18.625998365530553,18761.0,8.052594891939593,2329808
451,Kentucky,2019,63463,17.446728961685537,34258.0,9.417929199209354,3637530
452,Louisiana,2019,54877,14.670746968445744,27280.0,7.293000297013318,3740573
453,Maine,2019,22571,19.735846911874646,6814.0,5.958090508064058,1143655
454,Maryland,2019,79562,16.11482802370254,37413.0,7.577789156265342,4937192
455,Massachusetts,2019,91054,15.73611087828182,34541.0,5.969435783674878,5786309
456,Michigan,2019,133532,16.239594708206717,61602.0,7.4917736064385325,8222619
457,Minnesota,2019,80247,17.613693232401452,29431.0,6.459912588916809,4555944
458,Connecticut,2019,38104,12.80794237636003,20736.0,6.9700160905994535,2975029
459,Florida,2019,285501,15.892338605934507,149423.0,8.317592272932675,17964694
460,Alabama,2019,64191,16.029844663510858,35358.0,8.829637295141328,4004468
461,Alaska,2019,11330,19.594448527822212,3562.0,6.160231743698387,578225
462,Arizona,2019,95506,16.135264149779907,47053.0,7.949370553050008,5919085
463,Arkansas,2019,42999,17.623898890570256,24947.0,10.224968153283942,2439812
464,California,2019,511507,15.922837026592362,195500.0,6.0857713358738135,32124112
465,Colorado,2019,99181,21.009318316136426,33383.0,7.071455957769959,4720810
466,Delaware,2019,10234,12.706066979372816,8071.0,10.020584970736564,805442
467,District of Columbia,2019,14095,23.76468326962926,2528.0,4.262300057156635,593107
468,Alabama,2021,79040,19.214705862332856,37164.0,9.034606891039198,4113516
469,Puerto Rico,2021,13368,4.71849956796503,10190.0,3.5967617143599386,2833104
470,Arizona,2021,96446,16.205307328043133,39667.0,6.665034587038208,5951507
471,Arkansas,2021,50667,20.720953572009883,27636.0,11.302115241006279,2445206
472,California,2021,441462,13.786536255731,178497.0,5.57433111352555,32021241
473,Colorado,2021,95036,19.82521203898288,36036.0,7.517375952657804,4793694
474,Connecticut,2021,39501,13.086149406914283,13103.0,4.340847464084399,3018535
475,Delaware,2021,11288,13.56686742136974,5437.0,6.534643707475839,832027
476,District of Columbia,2021,11916,21.291003854036195,2701.0,4.826032343886519,559673
477,Florida,2021,260150,14.253567542213215,131040.0,7.1796559320838735,18251571
478,Georgia,2021,150690,17.25838094878147,70604.0,8.086208298545138,8731410
479,Hawaii,2021,17456,14.733275883460598,5760.0,4.861575910216146,1184801
480,Idaho,2021,26221,17.29794273161174,15113.0,9.970016723345726,1515845
481,Illinois,2021,131967,12.717601253806478,59151.0,5.700355632574105,10376721
482,Indiana,2021,98561,17.917979535606168,45963.0,8.35588207703926,5500676
483,Iowa,2021,40226,15.543036429112378,15572.0,6.0169085485541185,2588040
484,Kansas,2021,38821,16.48493505986145,16143.0,6.854957540283439,2354938
485,Kentucky,2021,64301,17.50685084422276,29056.0,7.910904311437405,3672905
486,Louisiana,2021,51093,13.713270708869246,27776.0,7.455029205753277,3725807
487,Maine,2021,15748,13.472691449871373,9338.0,7.9888235178371145,1168883
488,Maryland,2021,67319,13.35085973713964,33990.0,6.740975392762466,5042297
489,Massachusetts,2021,72884,12.413590364121651,27300.0,4.649731311954902,5871307
490,Michigan,2021,117013,14.119748957034515,47288.0,5.706158193365252,8287187
491,Minnesota,2021,68462,14.790257121734992,28211.0,6.0945917978041235,4628858
492,Mississippi,2021,37057,15.553712500807968,19382.0,8.135090689766036,2382518
493,Missouri,2021,88681,17.64199527363783,38041.0,7.567789517534271,5026699
494,Montana,2021,13547,14.877020510674843,7892.0,8.666822607975629,910599
495,Nebraska,2021,24353,15.572823878031532,11923.0,7.62430826172422,1563814
496,Nevada,2021,41168,16.034018541476065,20071.0,7.817207203312431,2567541
497,New Hampshire,2021,14094,11.93928196578829,7180.0,6.08230768513977,1180473
498,New Jersey,2021,97916,12.872898076979709,42601.0,5.600701938165495,7606368
499,New Mexico,2021,26227,15.175791409970877,9922.0,5.7411904666843725,1728213
500,New York,2021,220575,13.414319761258861,84382.0,5.131710892415483,16443249
501,North Carolina,2021,136545,15.765729878993739,70406.0,8.129202664765705,8660874
502,North Dakota,2021,12490,20.141035626573267,4508.0,7.269478671304427,620127
503,Ohio,2021,151299,15.700213391488498,69235.0,7.184477585177074,9636748
504,Oklahoma,2021,62856,19.668868576935957,27325.0,8.550525548313207,3195710
505,Oregon,2021,52423,14.80647335185025,27778.0,7.845682558565825,3540546
506,Pennsylvania,2021,157340,14.613639483538712,65771.0,6.108768796693941,10766654
507,Rhode Island,2021,12506,13.511849068345796,5180.0,5.5966238744627566,925558
508,South Carolina,2021,59035,13.803825508047886,27472.0,6.423624872653368,4276713
509,South Dakota,2021,11535,16.202549425852443,4684.0,6.579344734347017,711925
510,Tennessee,2021,100879,17.6750244242945,48637.0,8.521695922088954,5707432
511,Texas,2021,406350,17.384715081269213,172784.0,7.392151127358236,23373981
512,Utah,2021,56991,22.248586406075056,20152.0,7.867093282364313,2561556
513,Vermont,2021,7068,12.844463505586287,3109.0,5.649892054169181,550276
514,Virginia,2021,118524,16.721681852099373,51321.0,7.240503478886909,7088043
515,Washington,2021,97314,15.334208502312327,42485.0,6.694554208240739,6346203
516,West Virginia,2021,18451,12.414958777169288,11411.0,7.6780171593018665,1486191
517,Wisconsin,2021,70574,14.54409514765428,26461.0,5.453159828011448,4852416
518,Wyoming,2021,8374,17.770666304490838,4252.0,9.023271211690357,471226
519,Alaska,2021,13732,23.598678116573893,4806.0,8.259193637361939,581897
520,Alabama,2022,76991,18.506931415630856,36408.0,8.75167693600925,4160117
521,Alaska,2022,12201,20.811194822872014,3329.0,5.678261418354311,586271
522,Arizona,2022,101884,16.801800301259558,44518.0,7.341511383646823,6063874
523,Arkansas,2022,48260,19.53031731707021,28437.0,11.508156517727425,2471030
524,California,2022,524999,16.367679003825618,179771.0,5.604646908273606,32075348
525,Colorado,2022,102183,21.070775560350082,38077.0,7.851716244497127,4849513
526,Connecticut,2022,45747,15.076276129806187,17872.0,5.889855225302122,3034370
527,Delaware,2022,12995,15.343924714995012,7505.0,8.861574065874379,846915
528,District of Columbia,2022,13310,23.601717907160666,2263.0,4.012824013817024,563942
529,Florida,2022,310011,16.560156587284368,132854.0,7.096790253400935,18720294
530,Georgia,2022,165914,18.710363651864586,75870.0,8.555970504399665,8867492
531,Hawaii,2022,17331,14.55452129893077,7624.0,6.402612104497616,1190764
532,Idaho,2022,27968,17.93195244647279,12571.0,8.060017670359318,1559674
533,Illinois,2022,166920,16.105236314818583,57360.0,5.53436589394916,10364331
534,Indiana,2022,96691,17.42464311748132,47500.0,8.559954370937964,5549095
535,Iowa,2022,42880,16.41427046261983,16916.0,6.475368450225678,2612361
536,Kansas,2022,43832,18.4888588933765,16233.0,6.8472724588469775,2370725
537,Kentucky,2022,60269,16.347553617312258,33055.0,8.965942438405426,3686729
538,Louisiana,2022,57517,15.467771196281516,30251.0,8.135256471281746,3718506
539,Maine,2022,17423,14.705882352941176,7874.0,6.646049339784126,1184764
540,Maryland,2022,83381,16.493641775373455,39569.0,7.827165798080526,5055342
541,Massachusetts,2022,93166,15.80910563488069,31573.0,5.357543440848465,5893186
542,Michigan,2022,132082,15.893613554707832,49347.0,5.937994186067499,8310382
543,Minnesota,2022,74152,15.924615355210282,26184.0,5.623181147653819,4656439
544,Mississippi,2022,42486,17.78867128850004,17823.0,7.462399104997793,2388374
545,Missouri,2022,93637,18.511760207692628,37114.0,7.33732892284358,5058244
546,Montana,2022,15972,17.16810164135307,5944.0,6.389130738555136,930330
547,Nebraska,2022,33022,20.92606487067436,11526.0,7.304034392204974,1578032
548,Nevada,2022,50073,19.167329527402625,20788.0,7.9573911332583585,2612414
549,New Hampshire,2022,20484,17.162764743438284,7308.0,6.123095330260056,1193514
550,New Jersey,2022,115879,15.189745653457669,41219.0,5.403102599175621,7628765
551,New Mexico,2022,22052,12.645844109520855,12517.0,7.177944436734651,1743814
552,New York,2022,262206,15.99794703812293,91529.0,5.584449228668885,16389978
553,North Carolina,2022,170587,19.352126292570407,67194.0,7.622777668304009,8814897
554,North Dakota,2022,11635,18.536899343123025,3386.0,5.394580247169279,627667
555,Ohio,2022,150286,15.564797950516523,63321.0,6.558019848985647,9655506
556,Oklahoma,2022,61011,18.86349681017035,29912.0,9.248248948317773,3234342
557,Oregon,2022,58032,16.295932700089352,26293.0,7.383322278802202,3561134
558,Pennsylvania,2022,178027,16.450053246660243,63545.0,5.871685944036721,10822275
559,Rhode Island,2022,17240,18.576465213306093,5818.0,6.269018248898774,928056
560,South Carolina,2022,92307,21.149743953991912,30938.0,7.088636597967671,4364450
561,South Dakota,2022,10997,15.093081091170609,5087.0,6.98176807409156,728612
562,Tennessee,2022,104622,18.078206880749878,51366.0,8.875811728284665,5787189
563,Texas,2022,470375,19.67773486524386,173714.0,7.267176262303422,23903920
564,Utah,2022,52207,19.923423407952196,20916.0,7.982039266778941,2620383
565,Vermont,2022,9876,17.811957241202688,3178.0,5.7317132556239505,554459
566,Virginia,2022,134322,18.785586947847698,50487.0,7.060853235032137,7150269
567,Washington,2022,130022,20.231776471095316,43526.0,6.772763860584322,6426623
568,West Virginia,2022,21770,14.62397835355634,15423.0,10.360386685663732,1488651
569,Wisconsin,2022,75821,15.535472946668667,30948.0,6.341143176079211,4880508
570,Wyoming,2022,9056,19.066668070278862,4649.0,9.788089648710958,474965
571,Puerto Rico,2022,17673,6.270567927604443,14857.0,5.271421247123817,2818405
572,Alabama,2023,74502,17.808720827947038,35995.0,8.604130173712834,4183456
573,Alaska,2023,12298,20.932552178190523,5789.0,9.85351638961985,587506
574,Arizona,2023,111805,18.17975461030479,42429.0,6.899054678776638,6149973
575,Arkansas,2023,40155,16.08430571516579,21245.0,8.509801392571218,2496533
576,California,2023,522422,16.27488493807564,189592.0,5.906313258591019,32099889
577,Colorado,2023,102064,20.859374169724802,36922.0,7.545949728548551,4892956
578,Connecticut,2023,44237,14.584411688101886,15561.0,5.130276245643996,3033170
579,Delaware,2023,11005,12.82200654790339,7936.0,9.246292045812023,858290
580,District of Columbia,2023,12795,22.44898317247381,3036.0,5.326698937993785,569959
581,Florida,2023,343229,18.03088200073767,143100.0,7.517486034995763,19035619
582,Georgia,2023,157620,17.567358817483367,66007.0,7.356735525095956,8972322
583,Hawaii,2023,21942,18.459239841402976,6645.0,5.590267466325895,1188673
584,Idaho,2023,27931,17.596503253315056,12680.0,7.988387857650457,1587304
585,Illinois,2023,169556,16.373423286925423,62440.0,6.029609981573187,10355562
586,Indiana,2023,113174,20.302137219084017,44140.0,7.918217407269942,5574487
587,Iowa,2023,43189,16.519843587616297,16682.0,6.380884732886036,2614371
588,Kansas,2023,46740,19.629500527065108,15461.0,6.493190150812016,2381110
589,Kentucky,2023,76345,20.666207387536392,31204.0,8.44676580418738,3694195
590,Louisiana,2023,51318,13.875737549068543,22128.0,5.9831310745895925,3698398
591,Maine,2023,17723,14.80800064836701,7575.0,6.3290980596614625,1196853
592,Maryland,2023,91685,18.095465347632864,37283.0,7.358381791523108,5066739
593,Massachusetts,2023,101904,17.236649056317823,39555.0,6.690568117273624,5912054
594,Michigan,2023,130134,15.650900750024684,51371.0,6.17826565255443,8314793
595,Minnesota,2023,75368,16.116619247864016,30032.0,6.4220134440591785,4676415
596,Mississippi,2023,44694,18.64627399934917,20645.0,8.61306499119711,2396940
597,Missouri,2023,89557,17.64049144478416,38958.0,7.673752645866893,5076786
598,Montana,2023,17421,18.543197208674567,6622.0,7.048565060320475,939482
599,Nebraska,2023,29557,18.63266721301141,10389.0,6.549202546807035,1586300
600,Nevada,2023,44054,16.7124938163697,24447.0,9.27430735753371,2635992
601,New Hampshire,2023,18900,15.762728403185571,7079.0,5.903934093447125,1199031
602,New Jersey,2023,128382,16.789857504222244,44051.0,5.761010211077053,7646402
603,New Mexico,2023,24302,13.881249118213386,12848.0,7.338749430944184,1750707
604,New York,2023,266013,16.29846096743059,95787.0,5.868813481624107,16321357
605,North Carolina,2023,165000,18.45447878456342,55554.0,6.2134552387735535,8940919
606,North Dakota,2023,11442,18.057486628906183,5694.0,8.98613256991713,633643
607,Ohio,2023,153817,15.885213615985906,62224.0,6.426087701886703,9683030
608,Oklahoma,2023,57762,17.710473223648307,28617.0,8.774291268327682,3261460
609,Oregon,2023,65445,18.383173939459823,28848.0,8.103259252892306,3560049
610,Pennsylvania,2023,175735,16.24575852443566,62529.0,5.78047079280984,10817285
611,Rhode Island,2023,13339,14.359902939586998,5602.0,6.030750151253194,928906
612,South Carolina,2023,71810,16.155623128750936,30951.0,6.963273798328508,4444892
613,South Dakota,2023,13171,17.817284565207395,3752.0,5.075579051602623,739226
614,Tennessee,2023,117366,20.07922814575173,44901.0,7.68175981947411,5845145
615,Texas,2023,473756,19.481906688462,177094.0,7.282501505176693,24317743
616,Utah,2023,58333,21.941437092098518,20613.0,7.753395895623862,2658577
617,Vermont,2023,10482,18.897416343506787,2451.0,4.418771938364352,554679
618,Virginia,2023,122450,17.054025397615057,46713.0,6.505877406278416,7180123
619,Washington,2023,119446,18.503847596928864,40758.0,6.313981383684901,6455198
620,West Virginia,2023,27100,18.269162058927822,12532.0,8.448307709316733,1483374
621,Wisconsin,2023,80550,16.434827797486193,27897.0,5.691898088969242,4901177
622,Wyoming,2023,7637,15.948959986634367,4657.0,9.725586834850889,478840
623,Puerto Rico,2023,20843,7.397569588013972,12890.0,4.574901501199448,2817547
624,Alabama,2024,73286,17.324758973185464,37163.0,8.78530712169434,4230131
625,Alaska,2024,11614,19.500155309485635,3880.0,6.514603289203053,595585
626,Arizona,2024,116527,18.507865211369616,43921.0,6.975927878934194,6296080
627,Arkansas,2024,46061,18.29977123796099,20188.0,8.020576664682844,2517026
628,California,2024,519421,15.938097385999956,192400.0,5.9036695417905545,32589900
629,Colorado,2024,104078,20.920983176456446,38984.0,7.8362728737194995,4974814
630,Connecticut,2024,48112,15.582440346446308,17322.0,5.610222640529243,3087578
631,Delaware,2024,10474,11.947142392736357,7168.0,8.176161606944262,876695
632,District of Columbia,2024,13024,22.05297183437243,2915.0,4.935842513605316,590578
633,Florida,2024,320773,16.28507493973431,135707.0,6.889603130084279,19697361
634,Georgia,2024,166451,18.238251382406226,62136.0,6.8083218959164755,9126478
635,Hawaii,2024,17834,14.843433981925536,6920.0,5.759591967866138,1201474
636,Idaho,2024,34444,21.21617909204806,10648.0,6.558758418654272,1623478
637,Illinois,2024,158842,15.090567440563113,62030.0,5.8930754985339515,10525913
638,Indiana,2024,106307,18.86692329672007,42316.0,7.510067316583164,5634570
639,Iowa,2024,43040,16.267555939566634,16870.0,6.376246949360806,2645757
640,Kansas,2024,49121,20.374548923638475,14778.0,6.129661122402422,2410900
641,Kentucky,2024,72077,19.186340715998664,31550.0,8.398366324760433,3756683
642,Louisiana,2024,56610,15.204180787136634,26657.0,7.159474425767555,3723318
643,Maine,2024,14341,11.890351080835483,6338.0,5.254936556051551,1206104
644,Maryland,2024,89852,17.471749286659033,31968.0,6.216187521656903,5142702
645,Massachusetts,2024,93131,15.438898145644622,38120.0,6.319386641526162,6032231
646,Michigan,2024,135973,16.134224483255224,48758.0,5.785505338225663,8427613
647,Minnesota,2024,73144,15.43856834844425,28083.0,5.927503485307884,4737745
648,Mississippi,2024,39268,16.335944360941667,20893.0,8.69173081219197,2403779
649,Missouri,2024,91009,17.741189056757225,36540.0,7.1230652807294765,5129814
650,Montana,2024,15927,16.753377077736427,5313.0,5.588666567088192,950674
651,Nebraska,2024,32262,19.993629207480847,12272.0,7.605288501463175,1613614
652,Nevada,2024,49221,18.189303118467162,23644.0,8.737487717296228,2706041
653,New Hampshire,2024,16948,14.030800205974929,9832.0,8.13965232624177,1207914
654,New Jersey,2024,132849,16.97397002618368,41084.0,5.249257311351461,7826631
655,New Mexico,2024,25507,14.380454263818503,10212.0,5.757368524017507,1773727
656,New York,2024,269151,16.217144437491925,93140.0,5.611960694584073,16596695
657,North Carolina,2024,163146,17.87485302051336,56784.0,6.2214559591827605,9127124
658,North Dakota,2024,12519,19.3238877457934,4095.0,6.320897860773542,647851
659,Ohio,2024,154370,15.77623318697284,63665.0,6.506405945770719,9784972
660,Oklahoma,2024,67020,20.26085778824713,32121.0,9.710519442200628,3307856
661,Oregon,2024,62332,17.299336357359017,28221.0,7.832326434913509,3603144
662,Pennsylvania,2024,173357,15.84980604314484,68103.0,6.226569108581096,10937484
663,Rhode Island,2024,12399,13.085753425524977,4817.0,5.083803068856667,947519
664,South Carolina,2024,75885,16.70120912924603,24871.0,5.473753340626976,4543683
665,South Dakota,2024,14450,19.335992645632142,4832.0,6.465848890221073,747311
666,Tennessee,2024,119283,20.080555884761246,50108.0,8.435372134114807,5940224
667,Texas,2024,494264,19.75453591065072,184326.0,7.367064132258477,25020279
668,Utah,2024,67352,24.49065673736687,18725.0,6.808818556348655,2750110
669,Vermont,2024,6041,10.82292575519513,3967.0,7.107191933596934,558167
670,Virginia,2024,127785,17.5562535832769,51846.0,7.123070182561132,7278603
671,Washington,2024,121394,18.39183762022705,48816.0,7.395884024490533,6600428
672,West Virginia,2024,24649,16.53766984506963,12148.0,8.150416377050016,1490476
673,Wisconsin,2024,74442,15.007514643727264,27614.0,5.566985161224641,4960315
674,Wyoming,2024,10282,21.083108292374853,3776.0,7.742639263957153,487689
675,Puerto Rico,2024,19262,6.807401980585722,15925.0,5.628069595100593,2829567
