,index,state,year,V_actual,V_clearance_actual,ASS_actual,ASS_clearance_actual,BUR_actual,BUR_clearance_actual,LAR_actual,LAR_clearance_actual,MVT_actual,MVT_clearance_actual,HOM_actual,HOM_clearance_actual,RPE_actual,RPE_clearance_actual,ROB_actual,ROB_clearance_actual,ARS_actual,ARS_clearance_actual,P_actual,P_clearance_actual,V_rate,V_clearance_rate,population,participated_population,ASS_rate,ASS_clearance_rate,BUR_rate,BUR_clearance_rate,LAR_rate,LAR_clearance_rate,MVT_rate,MVT_clearance_rate,HOM_rate,HOM_clearance_rate,RPE_rate,RPE_clearance_rate,ROB_rate,ROB_clearance_rate,ARS_rate,ARS_clearance_rate,P_rate,P_clearance_rate,Unnamed: 0,married_last_year,marriage_rate_per_1000,divorced_last_year,divorce_rate_per_1000,population_over_15
184,602,Iowa,2013,8064.0,4730.0,6023.0,4074.0,15175.0,1697.0,46104.0,12001.0,4101.0,650.0,42.0,30.0,1073.0,307.0,926.0,319.0,459.0,139.0,65839.0,14487.0,23.214166666666667,13.616666666666667,3090416.0,2894895.1666666665,17.338333333333335,11.729166666666666,43.70666666666667,4.885833333333333,132.74416666666667,34.55583333333333,11.806666666666667,1.8708333333333333,0.12000000000000001,0.085,3.0883333333333334,0.8841666666666667,2.665,0.9191666666666666,1.3216666666666665,0.39999999999999997,189.57916666666665,41.7125,147,41185,16.530255766424297,22077.0,8.860955604111913,2491492
185,603,Iowa,2014,8226.0,4637.0,6015.0,3972.0,13919.0,1524.0,45357.0,11687.0,4035.0,607.0,59.0,36.0,1116.0,313.0,1036.0,316.0,403.0,110.0,63714.0,13928.0,22.88083333333333,12.896666666666667,3107126.0,2997214.4166666665,16.729166666666668,11.045,38.71333333333333,4.236666666666666,126.18666666666667,32.5025,11.221666666666666,1.6875,0.16416666666666668,0.10083333333333333,3.105,0.87,2.8841666666666668,0.8791666666666668,1.1208333333333333,0.30833333333333335,177.24416666666664,38.7325,171,45606,18.21828627628471,17749.0,7.090215390908593,2503309
186,604,Iowa,2015,8488.0,4644.0,6181.0,3976.0,14670.0,1618.0,44677.0,11749.0,4339.0,767.0,74.0,54.0,1190.0,309.0,1043.0,305.0,440.0,133.0,64126.0,14267.0,23.209166666666665,12.700000000000001,3123899.0,3047410.0833333335,16.899166666666666,10.871666666666668,40.130833333333335,4.425833333333333,122.1725,32.134166666666665,11.87,2.0974999999999997,0.20333333333333334,0.14666666666666667,3.2525,0.8458333333333333,2.855,0.835,1.2033333333333334,0.36166666666666664,175.37750000000003,39.02166666666667,251,51256,20.350552318817908,19014.0,7.549270364250111,2518654
187,605,Iowa,2016,9012.0,4838.0,6538.0,4109.0,15199.0,1596.0,44871.0,10575.0,4941.0,843.0,74.0,52.0,1257.0,338.0,1143.0,339.0,375.0,110.0,65386.0,13124.0,24.72,13.268333333333333,3134693.0,3040103.4166666665,17.935,11.270833333333334,41.68416666666667,4.376666666666666,123.06333333333333,28.981666666666666,13.549999999999999,2.31,0.205,0.1425,3.4491666666666667,0.9275000000000001,3.1341666666666668,0.9291666666666667,1.03,0.3016666666666667,179.3275,35.97166666666667,303,40524,16.020893104303035,18957.0,7.494523506521386,2529447
188,606,Iowa,2017,8951.0,4688.0,6298.0,3974.0,14926.0,1675.0,44535.0,10122.0,5441.0,896.0,98.0,63.0,1329.0,311.0,1226.0,340.0,424.0,118.0,65326.0,12811.0,24.258333333333336,12.7025,3145711.0,3075880.3333333335,17.06833333333333,10.768333333333333,40.454166666666666,4.538333333333333,120.71916666666668,27.4275,14.75,2.4283333333333332,0.2658333333333333,0.16833333333333333,3.6016666666666666,0.8424999999999999,3.3225,0.9208333333333334,1.1491666666666667,0.32083333333333336,177.0725,34.714166666666664,355,45392,17.88592129910925,18571.0,7.317576763433157,2537862
189,607,Iowa,2018,7021.0,4029.0,5201.0,3496.0,10202.0,1202.0,33353.0,8049.0,4089.0,781.0,45.0,35.0,1083.0,299.0,692.0,199.0,300.0,99.0,47944.0,10131.0,19.38083333333333,11.1175,3156145.0,3014577.5833333335,14.353333333333333,9.646666666666667,28.165833333333335,3.3191666666666664,92.12166666666667,22.228333333333335,11.291666666666666,2.1558333333333333,0.12416666666666666,0.09833333333333334,2.9883333333333333,0.8250000000000001,1.9133333333333333,0.5483333333333333,0.8291666666666666,0.2733333333333334,132.405,27.97666666666667,407,46381,18.220166201416884,16486.0,6.476308402073236,2545586
190,608,Iowa,2019,8914.0,4850.0,6555.0,4178.0,12311.0,1695.0,39673.0,9337.0,5479.0,1072.0,70.0,43.0,1387.0,358.0,902.0,271.0,349.0,108.0,57812.0,12212.0,24.191666666666666,13.162500000000001,3155070.0,3070110.0,17.790000000000003,11.3375,33.410833333333336,4.599166666666666,107.675,25.346666666666668,14.871666666666668,2.91,0.19000000000000003,0.11750000000000001,3.765,0.9716666666666667,2.4491666666666667,0.7366666666666667,0.9474999999999999,0.2941666666666667,156.90416666666667,33.149166666666666,449,40406,15.815125155779336,16213.0,6.345855173752669,2554896
191,610,Iowa,2021,9025.0,4915.0,6746.0,4225.0,8106.0,1139.0,32512.0,5829.0,5857.0,1181.0,75.0,52.0,1512.0,420.0,692.0,218.0,334.0,98.0,46809.0,8247.0,25.013333333333335,13.619166666666667,3193079.0,3005736.1666666665,18.695833333333333,11.705833333333333,22.468333333333334,3.1566666666666663,90.11333333333333,16.1575,16.236666666666668,3.2758333333333334,0.20750000000000002,0.14333333333333334,4.191666666666666,1.1641666666666666,1.9174999999999998,0.6066666666666667,0.9249999999999999,0.27166666666666667,129.74416666666667,22.86,483,40226,15.543036429112378,15572.0,6.016908548554119,2588040
192,611,Iowa,2022,8887.0,4517.0,6675.0,3885.0,7128.0,1136.0,31154.0,5999.0,5045.0,898.0,61.0,41.0,1424.0,378.0,727.0,213.0,305.0,105.0,43632.0,8138.0,24.674166666666665,12.539166666666667,3200517.0,3000741.1666666665,18.530833333333334,10.786666666666667,19.793333333333333,3.154166666666667,86.49166666666667,16.655833333333334,14.008333333333333,2.493333333333333,0.1691666666666667,0.11416666666666668,3.954166666666667,1.0483333333333333,2.018333333333333,0.5908333333333333,0.8466666666666667,0.2916666666666667,121.13916666666667,22.594166666666666,535,42880,16.41427046261983,16916.0,6.475368450225678,2612361
193,612,Iowa,2023,8532.0,4274.0,6414.0,3621.0,6809.0,1138.0,33053.0,7588.0,5184.0,889.0,77.0,73.0,1332.0,361.0,709.0,219.0,364.0,133.0,45410.0,9748.0,23.39333333333333,11.716666666666667,3207004.0,3041287.4166666665,17.585833333333333,9.9275,18.662499999999998,3.1166666666666667,90.5625,20.786666666666665,14.209166666666667,2.4375,0.21083333333333334,0.19999999999999998,3.6508333333333334,0.9883333333333333,1.9441666666666668,0.6008333333333333,0.9975,0.365,124.43333333333334,26.7075,587,43189,16.519843587616297,16682.0,6.380884732886036,2614371
194,613,Iowa,2024,7731.0,4112.0,5873.0,3437.0,6347.0,1167.0,30771.0,8051.0,4290.0,861.0,73.0,64.0,1185.0,396.0,600.0,215.0,250.0,89.0,41658.0,10168.0,20.565833333333334,10.936666666666667,3241488.0,3132643.6666666665,15.625,9.140833333333333,16.885,3.1041666666666665,81.85083333333334,21.415000000000003,11.4125,2.2891666666666666,0.19333333333333333,0.17166666666666666,3.1508333333333334,1.0525,1.595,0.5716666666666667,0.6666666666666666,0.23666666666666666,110.81333333333333,27.045,639,43040,16.267555939566634,16870.0,6.376246949360806,2645757
195,641,Kansas,2011,10068.0,4972.0,7401.0,4073.0,18403.0,1419.0,62042.0,8798.0,6599.0,742.0,112.0,67.0,1109.0,509.0,1446.0,323.0,745.0,103.0,87789.0,11062.0,30.014166666666668,14.820833333333333,2871238.0,2795478.5833333335,22.0625,12.139166666666668,54.87416666666667,4.229166666666667,184.99249999999998,26.235,19.68,2.2125,0.3333333333333333,0.19999999999999998,3.3066666666666666,1.5166666666666666,4.3125,0.9625,2.22,0.3075,261.7658333333333,32.98166666666666,16,40663,17.93639885208459,25027.0,11.039378650643608,2267066
196,642,Kansas,2012,10248.0,4727.0,7576.0,3972.0,18687.0,1347.0,64521.0,9122.0,6720.0,772.0,85.0,55.0,1101.0,357.0,1486.0,343.0,812.0,86.0,90740.0,11327.0,30.235,13.945833333333335,2885905.0,2824217.1666666665,22.35083333333333,11.718333333333334,55.142500000000005,3.975,190.38333333333333,26.916666666666668,19.8325,2.2783333333333333,0.2525,0.16166666666666665,3.248333333333333,1.0541666666666665,4.385,1.0125,2.393333333333333,0.2525,267.755,33.4225,68,49780,21.82115942333926,29214.0,12.806013487212397,2281272
197,643,Kansas,2013,9687.0,5090.0,7050.0,4097.0,17139.0,1488.0,60305.0,9387.0,6576.0,833.0,117.0,73.0,1186.0,491.0,1334.0,429.0,585.0,98.0,84605.0,11806.0,28.6675,15.065,2893957.0,2817068.9166666665,20.863333333333333,12.125833333333333,50.72833333333333,4.405833333333333,178.49666666666667,27.788333333333338,19.474166666666665,2.4666666666666663,0.3458333333333334,0.21666666666666667,3.5091666666666668,1.4533333333333334,3.9499999999999997,1.2716666666666667,1.7316666666666667,0.2891666666666666,250.43083333333334,34.949999999999996,148,47986,20.94609695285055,23882.0,10.424596495394006,2290928
198,644,Kansas,2014,9721.0,4704.0,6907.0,3616.0,15440.0,1322.0,53451.0,8608.0,6616.0,808.0,90.0,58.0,1416.0,637.0,1308.0,393.0,598.0,84.0,76105.0,10822.0,29.150833333333335,14.104999999999999,2904021.0,2783678.0833333335,20.6975,10.835,46.31833333333333,3.9608333333333334,160.41083333333333,25.865,19.86583333333333,2.424166666666667,0.26916666666666667,0.1758333333333333,4.2508333333333335,1.9158333333333335,3.9316666666666666,1.18,1.7908333333333335,0.25,228.38666666666668,32.50083333333333,172,46164,20.078759678593705,23849.0,10.37298196808728,2299146
199,645,Kansas,2015,10857.0,5062.0,7420.0,3947.0,15017.0,1106.0,53472.0,8389.0,6642.0,733.0,122.0,87.0,1611.0,631.0,1704.0,397.0,657.0,89.0,75788.0,10317.0,33.715833333333336,15.72,2911641.0,2683760.0,23.043333333333333,12.255833333333333,46.64333333333334,3.4341666666666666,166.07750000000001,26.050833333333333,20.629166666666666,2.276666666666667,0.37916666666666665,0.26999999999999996,5.001666666666666,1.9600000000000002,5.293333333333334,1.2333333333333334,2.0408333333333335,0.27666666666666667,235.38916666666668,32.03666666666667,252,42839,18.524492337496103,23875.0,10.324056456913551,2312560
200,646,Kansas,2016,9879.0,5008.0,7177.0,4034.0,12575.0,977.0,50558.0,7343.0,6047.0,800.0,98.0,67.0,1254.0,488.0,1350.0,419.0,528.0,95.0,69708.0,9215.0,32.37916666666667,16.410833333333333,2907289.0,2543029.3333333335,23.520833333333332,13.219166666666666,41.22,3.2008333333333336,165.74583333333334,24.066666666666666,19.825833333333332,2.6233333333333335,0.32166666666666666,0.2225,4.109166666666667,1.5999999999999999,4.427499999999999,1.3741666666666665,1.7300000000000002,0.3116666666666667,228.51666666666665,30.206666666666667,304,45431,19.66451168331094,22589.0,9.77750114270676,2310304
201,647,Kansas,2017,10436.0,5272.0,7539.0,4257.0,12176.0,1035.0,52016.0,7081.0,6498.0,919.0,129.0,85.0,1391.0,513.0,1377.0,417.0,572.0,86.0,71262.0,9121.0,34.07083333333333,17.210833333333333,2913123.0,2553110.1666666665,24.614166666666666,13.895833333333334,39.74666666666666,3.3783333333333334,169.83083333333335,23.123333333333335,21.215833333333332,3.000833333333333,0.42083333333333334,0.2791666666666667,4.541666666666667,1.675,4.495833333333334,1.3608333333333331,1.8675,0.28250000000000003,232.66,29.781666666666666,356,48072,20.733013286776924,18266.0,7.877958493432088,2318621
202,648,Kansas,2018,11249.0,2947.0,8398.0,2261.0,11716.0,490.0,49698.0,3682.0,6866.0,497.0,111.0,39.0,1480.0,418.0,1260.0,229.0,620.0,47.0,68900.0,4716.0,37.027499999999996,9.703333333333333,2911505.0,2532240.25,27.6375,7.445833333333334,38.5675,1.6108333333333331,163.665,12.123333333333335,22.608333333333334,1.6358333333333333,0.365,0.12916666666666668,4.8725,1.375,4.155,0.7558333333333334,2.0391666666666666,0.155,226.87749999999997,15.527500000000002,408,45295,19.478788139419876,18736.0,8.057281699529103,2325350
203,649,Kansas,2019,11061.0,5428.0,8476.0,4539.0,9642.0,722.0,45502.0,5575.0,6366.0,676.0,93.0,73.0,1386.0,470.0,1106.0,346.0,430.0,74.0,61940.0,7047.0,35.90083333333333,17.615,2913314.0,2566983.75,27.51,14.731666666666667,31.295,2.3441666666666667,147.6825,18.095,20.6625,2.1925,0.30083333333333334,0.23749999999999996,4.501666666666666,1.5258333333333332,3.5908333333333338,1.1216666666666668,1.3941666666666668,0.24,201.03666666666666,22.875,450,43395,18.625998365530556,18761.0,8.052594891939593,2329808
204,651,Kansas,2021,12331.0,5869.0,9885.0,5040.0,9485.0,875.0,44703.0,4924.0,7226.0,778.0,137.0,93.0,1393.0,422.0,916.0,314.0,529.0,107.0,61943.0,6684.0,38.5875,18.366666666666667,2934582.0,2662474.1666666665,30.934166666666666,15.773333333333333,29.673333333333332,2.7449999999999997,139.92499999999998,15.413333333333334,22.613333333333333,2.4341666666666666,0.4291666666666667,0.29083333333333333,4.3566666666666665,1.3208333333333333,2.8683333333333336,0.9816666666666666,1.655,0.3358333333333334,193.8658333333333,20.925,484,38821,16.48493505986145,16143.0,6.854957540283439,2354938
205,652,Kansas,2022,12188.0,5688.0,9793.0,4958.0,8632.0,878.0,43509.0,5354.0,6402.0,645.0,133.0,91.0,1403.0,355.0,859.0,284.0,486.0,108.0,59029.0,6985.0,37.387499999999996,17.45,2937150.0,2715716.5833333335,30.036666666666665,15.207500000000001,26.485,2.703333333333333,133.56,16.42833333333333,19.654166666666665,1.9841666666666666,0.4083333333333334,0.2791666666666666,4.301666666666667,1.0883333333333334,2.64,0.8724999999999999,1.4916666666666665,0.33416666666666667,181.19083333333333,21.45,536,43832,18.4888588933765,16233.0,6.8472724588469775,2370725
206,653,Kansas,2023,12176.0,5561.0,9831.0,4815.0,7830.0,802.0,43296.0,6282.0,6625.0,636.0,133.0,86.0,1318.0,354.0,894.0,306.0,450.0,120.0,58201.0,7840.0,36.3175,16.587500000000002,2940546.0,2793846.5,29.3225,14.360833333333334,23.373333333333335,2.3916666666666666,129.155,18.750833333333333,19.7725,1.8975,0.3958333333333333,0.2558333333333333,3.9299999999999997,1.055,2.6683333333333334,0.9133333333333332,1.3416666666666668,0.35833333333333334,173.64,23.39916666666667,588,46740,19.629500527065108,15461.0,6.493190150812016,2381110
207,654,Kansas,2024,13534.0,5801.0,11078.0,5129.0,8445.0,861.0,45636.0,6713.0,7523.0,644.0,116.0,74.0,1354.0,286.0,986.0,312.0,429.0,99.0,62033.0,8317.0,39.5425,16.948333333333334,2970606.0,2852298.9166666665,32.3675,14.983333333333334,24.670833333333334,2.5166666666666666,133.33583333333334,19.6125,21.979166666666668,1.8808333333333334,0.34,0.2175,3.955833333333333,0.835,2.8800000000000003,0.9116666666666666,1.2541666666666667,0.29083333333333333,181.23833333333334,24.299166666666665,640,49121,20.374548923638475,14778.0,6.129661122402422,2410900
208,682,Kentucky,2011,10350.0,5207.0,5054.0,3192.0,32186.0,4573.0,78498.0,18400.0,6598.0,1312.0,150.0,104.0,1477.0,766.0,3669.0,1145.0,677.0,178.0,117959.0,24463.0,20.109166666666667,10.115833333333333,4369356.0,4289041.25,9.818333333333333,6.202500000000001,62.528333333333336,8.883333333333333,152.50333333333333,35.74666666666666,12.819166666666666,2.549166666666667,0.29083333333333333,0.20166666666666666,2.8699999999999997,1.4891666666666667,7.128333333333333,2.225,1.315,0.3466666666666667,229.1641666666667,47.528333333333336,17,58614,16.660025092077237,41381.0,11.761840146300338,3518242
209,683,Kentucky,2012,9672.0,4879.0,4720.0,2911.0,29272.0,4421.0,74862.0,18711.0,6613.0,1530.0,198.0,139.0,1289.0,665.0,3465.0,1164.0,703.0,168.0,111450.0,24830.0,18.712500000000002,9.44,4380415.0,4306975.416666667,9.135,5.6325,56.63666666666666,8.555,144.84916666666666,36.205,12.794166666666667,2.9608333333333334,0.38166666666666665,0.26916666666666667,2.4941666666666666,1.2866666666666666,6.702500000000001,2.2508333333333335,1.3608333333333331,0.32416666666666666,215.64083333333335,48.04416666666666,69,68362,19.360954266606363,44730.0,12.668082916610144,3530921
210,684,Kentucky,2013,9217.0,5026.0,4188.0,2794.0,26115.0,4183.0,71489.0,19290.0,6031.0,1373.0,171.0,120.0,1628.0,844.0,3230.0,1268.0,634.0,145.0,104269.0,24991.0,17.643333333333334,9.62,4395295.0,4353360.833333333,8.0175,5.3475,49.98916666666667,8.008333333333333,136.84416666666667,36.92666666666667,11.545,2.6283333333333334,0.3275,0.22916666666666666,3.1166666666666667,1.615,6.183333333333334,2.4266666666666663,1.215,0.2775,199.5925,47.836666666666666,149,68537,19.314548685135684,44209.0,12.45862647651872,3548465
211,685,Kentucky,2014,9459.0,5170.0,4415.0,2918.0,23299.0,3774.0,69717.0,19561.0,6348.0,1349.0,164.0,116.0,1549.0,886.0,3331.0,1250.0,530.0,163.0,99894.0,24847.0,17.9725,9.823333333333332,4413457.0,4385519.416666667,8.39,5.545833333333333,44.2725,7.173333333333333,132.47833333333332,37.16916666666666,12.061666666666667,2.5625,0.3116666666666667,0.22083333333333333,2.9441666666666664,1.6841666666666668,6.329166666666667,2.375,1.0050000000000001,0.30833333333333335,189.82083333333333,47.215,173,63331,17.743801814977626,38467.0,10.77751534661926,3569190
212,686,Kentucky,2015,9881.0,4855.0,4706.0,2758.0,22495.0,3570.0,67098.0,17630.0,7863.0,1588.0,219.0,143.0,1644.0,869.0,3312.0,1085.0,369.0,104.0,97825.0,22892.0,18.642500000000002,9.161666666666667,4425092.0,4416102.166666667,8.878333333333332,5.204166666666667,42.439166666666665,6.735833333333333,126.59333333333332,33.2675,14.835,2.998333333333333,0.4141666666666666,0.26833333333333337,3.1033333333333335,1.6391666666666669,6.248333333333334,2.0475,0.6958333333333333,0.19666666666666666,184.56166666666664,43.196666666666665,253,75960,21.16581982024657,39106.0,10.896663374020044,3588805
213,687,Kentucky,2016,10452.0,4910.0,5068.0,2721.0,20930.0,3563.0,66830.0,15504.0,9948.0,2171.0,265.0,175.0,1748.0,883.0,3371.0,1131.0,587.0,144.0,98295.0,21382.0,19.6325,9.225,4436974.0,4436336.083333333,9.519166666666667,5.110833333333333,39.31666666666667,6.6933333333333325,125.53500000000001,29.122500000000002,18.685,4.078333333333333,0.49833333333333335,0.3283333333333333,3.283333333333333,1.6591666666666667,6.333333333333333,2.1266666666666665,1.1016666666666668,0.27166666666666667,184.64,40.16583333333333,305,66605,18.49784346889068,34493.0,9.579552807934036,3600690
214,688,Kentucky,2017,10459.0,4728.0,5257.0,2844.0,20338.0,3610.0,65222.0,14205.0,10403.0,2087.0,270.0,165.0,1960.0,730.0,2972.0,989.0,506.0,171.0,96469.0,20073.0,19.601666666666667,8.86,4454189.0,4445697.0,9.851666666666667,5.33,38.123333333333335,6.765833333333333,122.25416666666666,26.625833333333333,19.4975,3.9125,0.5058333333333334,0.30916666666666665,3.6725,1.3683333333333334,5.57,1.8533333333333333,0.9483333333333334,0.31916666666666665,180.8216666666667,37.62583333333333,357,78635,21.76729930749345,38566.0,10.675623642052424,3612529
215,689,Kentucky,2018,9885.0,4780.0,5125.0,2878.0,17657.0,3270.0,61157.0,14052.0,10438.0,2215.0,253.0,175.0,2037.0,884.0,2470.0,843.0,445.0,147.0,89697.0,19684.0,18.496666666666666,8.943333333333333,4468402.0,4453458.75,9.59,5.385833333333333,33.038333333333334,6.1191666666666675,114.43333333333334,26.295,19.53,4.1450000000000005,0.47333333333333333,0.32666666666666666,3.810833333333333,1.6541666666666668,4.621666666666667,1.5783333333333334,0.8316666666666667,0.27416666666666667,167.83583333333334,36.83083333333334,409,62369,17.18579417167112,38199.0,10.525744385250125,3629102
216,690,Kentucky,2019,10081.0,4849.0,5823.0,3114.0,15637.0,3302.0,59576.0,13178.0,10286.0,2264.0,232.0,140.0,1863.0,816.0,2163.0,779.0,456.0,191.0,85955.0,18935.0,18.836666666666666,9.06,4467673.0,4459878.25,10.88,5.819166666666667,29.2175,6.1691666666666665,111.3175,24.623333333333335,19.2175,4.2299999999999995,0.435,0.26166666666666666,3.48,1.5241666666666667,4.041666666666667,1.455,0.8525,0.35833333333333334,160.60666666666665,35.38,451,63463,17.446728961685537,34258.0,9.417929199209354,3637530
217,692,Kentucky,2021,12265.0,4926.0,7818.0,3341.0,13084.0,2637.0,49176.0,7397.0,11049.0,1843.0,383.0,205.0,1836.0,709.0,2228.0,671.0,435.0,130.0,73744.0,12007.0,22.683333333333334,9.109166666666667,4509394.0,4505682.0,14.46,6.18,24.199166666666667,4.876666666666666,90.95083333333334,13.68,20.43583333333333,3.4091666666666662,0.7091666666666666,0.37833333333333335,3.395,1.3116666666666668,4.119166666666667,1.2425,0.8033333333333333,0.24250000000000002,136.39083333333335,22.2075,485,64301,17.50685084422276,29056.0,7.910904311437405,3672905
218,693,Kentucky,2022,10040.0,4388.0,6173.0,2838.0,11319.0,2276.0,45969.0,6872.0,10184.0,1560.0,336.0,192.0,1758.0,816.0,1773.0,542.0,369.0,129.0,67841.0,10837.0,18.558333333333334,8.110833333333334,4512310.0,4507220.0,11.408333333333333,5.245,20.923333333333336,4.2075000000000005,84.97083333333333,12.701666666666666,18.824166666666667,2.8833333333333333,0.6208333333333333,0.3541666666666667,3.250833333333333,1.5083333333333335,3.276666666666667,1.0025000000000002,0.6816666666666666,0.2383333333333333,125.39833333333333,20.032500000000002,537,60269,16.347553617312258,33055.0,8.965942438405426,3686729
219,694,Kentucky,2023,10469.0,4265.0,6724.0,2877.0,10729.0,2227.0,47333.0,7409.0,12927.0,1468.0,292.0,166.0,1677.0,765.0,1776.0,457.0,397.0,111.0,71386.0,11215.0,19.274166666666666,7.8525,4526154.0,4526154.0,12.379166666666668,5.2975,19.754166666666666,4.1025,87.14666666666666,13.640833333333333,23.800833333333333,2.703333333333333,0.5375,0.30583333333333335,3.0883333333333334,1.4091666666666667,3.27,0.84,0.73,0.205,131.43333333333334,20.648333333333333,589,76345,20.666207387536392,31204.0,8.44676580418738,3694195
220,695,Kentucky,2024,10310.0,4813.0,6684.0,3441.0,9155.0,2050.0,43792.0,7212.0,10633.0,1221.0,287.0,176.0,1683.0,669.0,1656.0,527.0,418.0,154.0,63998.0,10637.0,18.724166666666665,8.741666666666665,4588372.0,4588372.0,12.139166666666666,6.25,16.62666666666667,3.723333333333333,79.53583333333334,13.096666666666666,19.311666666666667,2.2191666666666667,0.5216666666666666,0.32083333333333336,3.0558333333333336,1.2141666666666666,3.0083333333333333,0.9566666666666667,0.7599999999999999,0.2808333333333333,116.23333333333333,19.31833333333333,641,72077,19.186340715998664,31550.0,8.398366324760433,3756683
221,723,Louisiana,2011,23905.0,10439.0,17143.0,8273.0,43501.0,5502.0,106995.0,25084.0,8822.0,1245.0,503.0,241.0,1201.0,379.0,5058.0,1546.0,698.0,123.0,160016.0,31954.0,45.76333333333333,19.984166666666667,4574836.0,4349458.833333333,32.8075,15.83,83.33333333333333,10.543333333333333,204.9125,48.065,16.899166666666666,2.3833333333333333,0.9633333333333334,0.4633333333333333,2.3008333333333333,0.7266666666666667,9.6925,2.9658333333333338,1.3375000000000001,0.23500000000000001,306.48333333333335,61.223333333333336,18,58915,16.17911903646433,35525.0,9.755804188583472,3641422
222,724,Louisiana,2012,21802.0,8523.0,14925.0,6563.0,40201.0,5132.0,107540.0,23722.0,7625.0,1154.0,485.0,204.0,1102.0,356.0,5290.0,1400.0,572.0,139.0,155938.0,30147.0,41.26,16.1275,4601893.0,4403785.333333333,28.243333333333336,12.417499999999999,76.10666666666667,9.706666666666667,203.59333333333333,44.887499999999996,14.428333333333333,2.1816666666666666,0.9183333333333333,0.385,2.0858333333333334,0.6741666666666667,10.012500000000001,2.65,1.0816666666666668,0.26333333333333336,295.21250000000003,57.038333333333334,70,63930,17.450373027995933,35038.0,9.563994527685304,3663532
223,725,Louisiana,2013,22899.0,10644.0,15724.0,8264.0,40002.0,5443.0,111378.0,30225.0,8999.0,1392.0,490.0,243.0,1263.0,514.0,5422.0,1623.0,472.0,102.0,160851.0,37162.0,42.490833333333335,19.749166666666667,4625470.0,4491206.166666667,29.176666666666666,15.333333333333334,74.22,10.1,206.6625,56.08166666666667,16.7,2.5833333333333335,0.9083333333333333,0.45083333333333336,2.3433333333333333,0.9533333333333333,10.06,3.0116666666666667,0.8766666666666666,0.18916666666666668,298.4558333333333,68.95333333333333,150,58068,15.730617110039551,37082.0,10.045511188167092,3691400
224,726,Louisiana,2014,24037.0,10865.0,16630.0,8478.0,37151.0,5301.0,108884.0,28733.0,9344.0,1535.0,465.0,278.0,1339.0,465.0,5603.0,1644.0,628.0,124.0,156007.0,35693.0,44.23583333333334,19.996666666666666,4649676.0,4528465.833333333,30.605,15.601666666666667,68.35833333333333,9.751666666666667,200.38750000000002,52.8725,17.196666666666665,2.8249999999999997,0.8558333333333333,0.5125000000000001,2.4658333333333333,0.8558333333333333,10.311666666666666,3.028333333333333,1.155,0.22833333333333336,287.0983333333333,65.67833333333333,174,67719,18.21999924665164,28036.0,7.543169551811534,3716740
225,727,Louisiana,2015,24834.0,10856.0,17117.0,8457.0,34822.0,4998.0,110428.0,28688.0,9431.0,1404.0,487.0,262.0,1727.0,607.0,5503.0,1530.0,578.0,97.0,155259.0,35187.0,45.060833333333335,19.698333333333334,4670724.0,4592787.333333333,31.05666666666667,15.344999999999999,63.185833333333335,9.068333333333333,200.37333333333333,52.05416666666667,17.111666666666668,2.5483333333333333,0.8841666666666667,0.47583333333333333,3.1325000000000003,1.1008333333333333,9.985833333333334,2.776666666666667,1.0483333333333333,0.17666666666666667,281.72083333333336,63.84666666666667,254,65663,17.55263880345979,30804.0,8.234340278418218,3740919
226,728,Louisiana,2016,26141.0,11390.0,18254.0,8946.0,34150.0,4780.0,107620.0,25018.0,10040.0,1663.0,552.0,304.0,1803.0,565.0,5532.0,1575.0,534.0,95.0,152344.0,31556.0,47.27,20.595833333333335,4681666.0,4608508.666666667,33.00833333333333,16.175,61.754999999999995,8.643333333333333,194.60833333333335,45.23500000000001,18.155,3.0075000000000003,0.9975,0.5508333333333333,3.2591666666666668,1.0208333333333333,10.005,2.8491666666666666,0.9641666666666667,0.1725,275.48333333333335,57.056666666666665,306,55893,14.897986654103525,35449.0,9.448745440418582,3751715
227,729,Louisiana,2017,25361.0,10855.0,17705.0,8447.0,33184.0,4904.0,108952.0,24205.0,10839.0,1710.0,571.0,325.0,1826.0,525.0,5259.0,1558.0,599.0,95.0,153574.0,30914.0,46.70416666666667,19.99416666666667,4684333.0,4525255.916666667,32.6075,15.560833333333333,61.10666666666666,9.034166666666666,200.66333333333333,44.58166666666667,19.962500000000002,3.1483333333333334,1.0516666666666667,0.5991666666666666,3.3658333333333332,0.965,9.681666666666667,2.8691666666666666,1.1033333333333333,0.17416666666666666,282.8358333333333,56.9425,358,56283,14.967314595225927,29997.0,7.977089634756358,3760394
228,730,Louisiana,2018,24279.0,10716.0,17219.0,8438.0,29978.0,4452.0,105558.0,24032.0,11320.0,1811.0,523.0,316.0,2054.0,550.0,4483.0,1412.0,500.0,89.0,147356.0,30384.0,45.34916666666667,20.015,4659978.0,4461799.583333333,32.1625,15.759166666666667,55.987500000000004,8.315,197.17083333333335,44.8825,21.144166666666667,3.3816666666666664,0.9758333333333334,0.5908333333333333,3.8375000000000004,1.0275,8.373333333333333,2.6375,0.9325000000000001,0.16666666666666666,275.2341666666667,56.74666666666667,410,58840,15.72105231658416,29221.0,7.807356725746189,3742752
